sha256,bytes,paths_in_same_hash_group,relativePath,outJson,blockCount
7615cf1330379c5997b9e30f7e0ba7ded4bd7dbea07ba4f4b1d0f389f97d8a20,114328,2,"doop/OneDrive_4_12-5-2026/Cronogramas grado/Modalidad presencial/Matrículas Curso Competencias Específicas (CCE)_GR_P__ABR-AGO_2026.pdf","7615cf13_doop_OneDrive_4_12-5-2026_Cronogramas_grado_Modalidad_presencial_Matri_culas_Curso_Competencias_Especi_ficas_CCE_GR_P_AB.json",110
53860cfdf04d715c462cd739a59c20e0188ff5b658f97aeaabfcc72d343c902a,117172,2,"doop/OneDrive_4_12-5-2026/Cronogramas grado/Modalidad presencial/Matrículas Unidad Titulación Especial (UTE)_GR_P__ABR-AGO_2026.pdf","53860cfd_doop_OneDrive_4_12-5-2026_Cronogramas_grado_Modalidad_presencial_Matri_culas_Unidad_Titulacio_n_Especial_UTE_GR_P_ABR-AG.json",102
6232b5beb0b7e94b367be49a3d9cf149433095b56ba7245358be9cab03b76680,329309,2,"doop/OneDrive_4_12-5-2026/Cronogramas grado/Modalidad presencial/Matrículas_GR_P__ABR-AGO_2026.pdf","6232b5be_doop_OneDrive_4_12-5-2026_Cronogramas_grado_Modalidad_presencial_Matri_culas_GR_P_ABR-AGO_2026.json",459
d529b41e3fb3276e761d92409077ac8373cdb480fb3537fa702773bbe701613b,1036537,2,"doop/OneDrive_4_12-5-2026/Cronogramas posgrados/Admisiones_Especialización Anestesiología y Imagenología_Posgrados_P__ABR-AGO_2026.pdf","d529b41e_doop_OneDrive_4_12-5-2026_Cronogramas_posgrados_Admisiones_Especializacio_n_Anestesiologi_a_y_Imagenologi_a_Posgrados_P_.json",1842
9f0477d1d5ff9dc4fa75d7ea70d0dffb7546f872ddf4fca3875eba07419401f1,588138,2,"doop/OneDrive_4_12-5-2026/Cronogramas posgrados/Admisiones_Posgrados_D-El-P__ABR-AGO_2026.pdf","9f0477d1_doop_OneDrive_4_12-5-2026_Cronogramas_posgrados_Admisiones_Posgrados_D-El-P_ABR-AGO_2026.json",935
2bfae6cacb42d49f86dd47f13bacc5227a882f264efe9e8fed3f000f348de2c2,236609,2,"doop/OneDrive_4_12-5-2026/Cronogramas posgrados/Cronograma Académico_PS_P-El-HI_Íntegro_202630.pdf","2bfae6ca_doop_OneDrive_4_12-5-2026_Cronogramas_posgrados_Cronograma_Acade_mico_PS_P-El-HI_I_ntegro_202630.json",3510
714162353d896cfe45f6161039f8fb7316b1e7f8e1a5a6e50df924f134da0647,911862,13,"doop/OneDrive_4_12-5-2026/Cronogramas posgrados/Cronograma Ubicación-Suficiencia-Validación conocimientos de Inglés_GR-TEC-PS_D-El-P_Íntegro_202630.pdf","71416235_doop_OneDrive_4_12-5-2026_Cronogramas_posgrados_Cronograma_Ubicacio_n-Suficiencia-Validacio_n_conocimientos_de_Ingle_s_G.json",2106
eee1c735ea4b9a4725d3a7b45546c4316b424bef1a1c62c2478ab9c4c3212818,3198758,9,"doop/OneDrive_4_12-5-2026/Cronogramas posgrados/Cronograma Unidad Integración Curricular_GR-PS-TEC_D-EL-P_Íntegro_202630.pdf","eee1c735_doop_OneDrive_4_12-5-2026_Cronogramas_posgrados_Cronograma_Unidad_Integracio_n_Curricular_GR-PS-TEC_D-EL-P_I_ntegro_2026.json",5423
18b209296a738dfe92cf959d218e7894b1c8b4eddc7f722cd95ac38c4a112a5e,3933378,7,"doop/OneDrive_4_12-5-2026/Cronogramas posgrados/Cronograma Unidad Titulación Especial_GR-PS_D-P_Íntegro_202630.pdf","18b20929_doop_OneDrive_4_12-5-2026_Cronogramas_posgrados_Cronograma_Unidad_Titulacio_n_Especial_GR-PS_D-P_I_ntegro_202630.json",6537
882543dbe81055bab12932d31f7aa53a932dadb831acc6eb5e3c27391c0e132d,883651,11,"doop/OneDrive_4_12-5-2026/Cronogramas posgrados/Cronograma Validación general_GR-PS-TEC_D-EL-P_Íntegro_202630.pdf","882543db_doop_OneDrive_4_12-5-2026_Cronogramas_posgrados_Cronograma_Validacio_n_general_GR-PS-TEC_D-EL-P_I_ntegro_202630.json",2044
193bc80e046075dfd63a3dea98477e453634a435bbc42e98438bb9fafa9e2798,120668,2,"doop/OneDrive_4_12-5-2026/Cronogramas posgrados/Matrículas Unidad Titulación Especial (UTE)_Posgrados_D-El-P-H__ABR-AGO_2026.pdf","193bc80e_doop_OneDrive_4_12-5-2026_Cronogramas_posgrados_Matri_culas_Unidad_Titulacio_n_Especial_UTE_Posgrados_D-El-P-H_ABR-AGO_2.json",114
48a7d3c7737658752f7e639324914f9aa95ab9b06c720365234bd33476459dad,143025,2,"doop/OneDrive_4_12-5-2026/Cronogramas posgrados/Matrículas_Posgrados_D-El-P-H__ABR-AGO_2026.pdf","48a7d3c7_doop_OneDrive_4_12-5-2026_Cronogramas_posgrados_Matri_culas_Posgrados_D-El-P-H_ABR-AGO_2026.json",153
c49d027ec226a8d6e865a956ccdce8e94809379a2141207e9dd6826100dbf854,267441,2,"doop/OneDrive_4_12-5-2026/Cronogramas posgrados/Matrículas_PS_P-EL__ABR-AGO_2026.pdf","c49d027e_doop_OneDrive_4_12-5-2026_Cronogramas_posgrados_Matri_culas_PS_P-EL_ABR-AGO_2026.json",267
dc23d185ab9ef63df81538759a8e1a6a0f5ed48f3f5b21784981b2abbfee0e49,2367315,4,"doop/OneDrive_4_12-5-2026/Cronogramas técnico tecnológico/Modalidad en línea/Cronograma Académico_regular-CCE__GR-TEC__D-EL__Íntegro__202630.pdf","dc23d185_doop_OneDrive_4_12-5-2026_Cronogramas_te_cnico_tecnolo_gico_Modalidad_en_li_nea_Cronograma_Acade_mico_regular-CCE_GR-TEC.json",5950
714162353d896cfe45f6161039f8fb7316b1e7f8e1a5a6e50df924f134da0647,911862,13,"doop/OneDrive_4_12-5-2026/Cronogramas técnico tecnológico/Modalidad en línea/Cronograma Ubicación-Suficiencia-Validación conocimientos de Inglés_GR-TEC-PS_D-El-P_Íntegro_202630.pdf","71416235_doop_OneDrive_4_12-5-2026_Cronogramas_te_cnico_tecnolo_gico_Modalidad_en_li_nea_Cronograma_Ubicacio_n-Suficiencia-Valida.json",2106
eee1c735ea4b9a4725d3a7b45546c4316b424bef1a1c62c2478ab9c4c3212818,3198758,9,"doop/OneDrive_4_12-5-2026/Cronogramas técnico tecnológico/Modalidad en línea/Cronograma Unidad Integración Curricular_GR-PS-TEC_D-EL-P_Íntegro_202630.pdf","eee1c735_doop_OneDrive_4_12-5-2026_Cronogramas_te_cnico_tecnolo_gico_Modalidad_en_li_nea_Cronograma_Unidad_Integracio_n_Curricula.json",5423
882543dbe81055bab12932d31f7aa53a932dadb831acc6eb5e3c27391c0e132d,883651,11,"doop/OneDrive_4_12-5-2026/Cronogramas técnico tecnológico/Modalidad en línea/Cronograma Validación general_GR-PS-TEC_D-EL-P_Íntegro_202630.pdf","882543db_doop_OneDrive_4_12-5-2026_Cronogramas_te_cnico_tecnolo_gico_Modalidad_en_li_nea_Cronograma_Validacio_n_general_GR-PS-TEC.json",2044
c3bb844f26966a5977ed705946a99230a014f6e0539b8ecac01c11dfa80c4fe0,401953,2,"doop/OneDrive_4_12-5-2026/Cronogramas técnico tecnológico/Modalidad en línea/Cronograma_Elaboración materiales_TEC_EL__ABR-AGO_2026.pdf","c3bb844f_doop_OneDrive_4_12-5-2026_Cronogramas_te_cnico_tecnolo_gico_Modalidad_en_li_nea_Cronograma_Elaboracio_n_materiales_TEC_E.json",677
246f0acb168619fa2e087edcab9947ecc9b5dcb26ba55c138e61f072a2602091,169147,2,"doop/OneDrive_4_12-5-2026/Cronogramas técnico tecnológico/Modalidad en línea/Inscripciones C Competencias específicas_TEC_EL__ABR-AGO_2026.pdf","246f0acb_doop_OneDrive_4_12-5-2026_Cronogramas_te_cnico_tecnolo_gico_Modalidad_en_li_nea_Inscripciones_C_Competencias_especi_fica.json",112
4ccdf05a8b72e694f0e5068c4aa3357f6c0c8411978ef2ac2dd25cbedbefca61,130565,2,"doop/OneDrive_4_12-5-2026/Cronogramas técnico tecnológico/Modalidad en línea/Matrículas_TEC_EL__ABR-AGO_2026.pdf","4ccdf05a_doop_OneDrive_4_12-5-2026_Cronogramas_te_cnico_tecnolo_gico_Modalidad_en_li_nea_Matri_culas_TEC_EL_ABR-AGO_2026.json",139
640db6302a473d36749635d016dd7a4e3040755b0873dfe8c103181e743c1d0f,1643144,2,"doop/OneDrive_4_12-5-2026/Cronogramas técnico tecnológico/Modalidad presencial/Alcance matrícula TEC_MP_ABR-AGO_2026.pdf","640db630_doop_OneDrive_4_12-5-2026_Cronogramas_te_cnico_tecnolo_gico_Modalidad_presencial_Alcance_matri_cula_TEC_MP_ABR-AGO_2026.json",1232
484e5c579666daf0930ed1a0af5270377ce8e74bd2087a54b1a48f8261d3c7b5,1137061,5,"doop/OneDrive_4_12-5-2026/Cronogramas técnico tecnológico/Modalidad presencial/Cronograma académico modular_GR-TEC_EL-P_Íntegro_202630.pdf","484e5c57_doop_OneDrive_4_12-5-2026_Cronogramas_te_cnico_tecnolo_gico_Modalidad_presencial_Cronograma_acade_mico_modular_GR-TEC_EL.json",2128
714162353d896cfe45f6161039f8fb7316b1e7f8e1a5a6e50df924f134da0647,911862,13,"doop/OneDrive_4_12-5-2026/Cronogramas técnico tecnológico/Modalidad presencial/Cronograma Ubicación-Suficiencia-Validación conocimientos de Inglés_GR-TEC-PS_D-El-P_Íntegro_202625-202630-202650.pdf","71416235_doop_OneDrive_4_12-5-2026_Cronogramas_te_cnico_tecnolo_gico_Modalidad_presencial_Cronograma_Ubicacio_n-Suficiencia-Valid.json",2106
882543dbe81055bab12932d31f7aa53a932dadb831acc6eb5e3c27391c0e132d,883651,11,"doop/OneDrive_4_12-5-2026/Cronogramas técnico tecnológico/Modalidad presencial/Cronograma Validación general_GR-PS-TEC_D-EL-P_Íntegro_202630.pdf","882543db_doop_OneDrive_4_12-5-2026_Cronogramas_te_cnico_tecnolo_gico_Modalidad_presencial_Cronograma_Validacio_n_general_GR-PS-TE.json",2044
c906332a3e6eed4cd08a2753da2192fd23647a542c9ca54fa2545650ad084fa3,1768490,2,"doop/OneDrive_4_12-5-2026/Cronogramas técnico tecnológico/Modalidad presencial/Matrículas_TEC_P_ABR-AGO_2026.pdf","c906332a_doop_OneDrive_4_12-5-2026_Cronogramas_te_cnico_tecnolo_gico_Modalidad_presencial_Matri_culas_TEC_P_ABR-AGO_2026.json",1360
7aeb2602e6263eef47fbf470698f9fd58623113cdd29a001d6c7994b0aa5b29f,152976,2,"doop/OneDrive_4_12-5-2026/Trámites y servicios/Cronograma_Servicios de matrícula_GR, PS, TEC_P, D, EL__ABR-AGO_2026.pdf","7aeb2602_doop_OneDrive_4_12-5-2026_Tra_mites_y_servicios_Cronograma_Servicios_de_matri_cula_GR_PS_TEC_P_D_EL_ABR-AGO_2026.json",1270
76484ad70c9939280886172414e2a50d176cb665e284ca31d6aa8c2d204d8422,189257,2,"doop/OneDrive_4_12-5-2026/Trámites y servicios/Cronograma_Servicios de reconocimiento_GR, PS, TEC_D, EL__ABR-AGO_2026.pdf","76484ad7_doop_OneDrive_4_12-5-2026_Tra_mites_y_servicios_Cronograma_Servicios_de_reconocimiento_GR_PS_TEC_D_EL_ABR-AGO_2026.json",934
15dc5ffbf3e107c8e4445b0bc55951799d9d711743609ee5ac688a0e73a8e550,857737,2,"doop/OneDrive_5_12-5-2026/Admisiones Doctorado en Química_PS_P__OCT_2026 - AGO_2027.pdf","15dc5ffb_doop_OneDrive_5_12-5-2026_Admisiones_Doctorado_en_Qui_mica_PS_P_OCT_2026_-_AGO_2027.json",1616
8fafc9c84c4ce62f6dd9b9af330022e3b154f7e9749a2a3faf14c09a12738aaa,202877,2,"doop/OneDrive_5_12-5-2026/Trámites y servicios/Servicios Reconocimiento de Estudios_GRA-POS-TEC_MP-MEL__202690.pdf","8fafc9c8_doop_OneDrive_5_12-5-2026_Tra_mites_y_servicios_Servicios_Reconocimiento_de_Estudios_GRA-POS-TEC_MP-MEL_202690.json",931
15dc5ffbf3e107c8e4445b0bc55951799d9d711743609ee5ac688a0e73a8e550,857737,2,"doop/RV_ Publicación calendarios_ Calendario interno rotativo medicina mayo 2026 - abril 2027 2/Admisiones Doctorado en Química_PS_P__OCT_2026 - AGO_2027.pdf","15dc5ffb_doop_RV_Publicacio_n_calendarios_Calendario_interno_rotativo_medicina_mayo_2026_-_abril_2027_2_Admisiones_Doctorado_en_Q.json",1616
44c9ac7f7366cb99627a162e15b898183826e952503333c8693584bdd05cc6dc,495976,3,"doop/RV_ Publicación calendarios_ Calendario interno rotativo medicina mayo 2026 - abril 2027 2/Cronograma académico internado rotativo GR__P__Íntegro__202640.pdf","44c9ac7f_doop_RV_Publicacio_n_calendarios_Calendario_interno_rotativo_medicina_mayo_2026_-_abril_2027_2_Cronograma_acad_mico_inte.json",883
484e5c579666daf0930ed1a0af5270377ce8e74bd2087a54b1a48f8261d3c7b5,1137061,5,"doop/RV_ Publicación calendarios_ grado, modalidad en línea, abril - agosto 2026/Cronograma académico modular_GR-TEC_EL-P_Íntegro_202630.pdf","484e5c57_doop_RV_Publicacio_n_calendarios_grado_modalidad_en_li_nea_abril_-_agosto_2026_Cronograma_acad_mico_modular_GR-TEC_EL-P_.json",2128
714162353d896cfe45f6161039f8fb7316b1e7f8e1a5a6e50df924f134da0647,911862,13,"doop/RV_ Publicación calendarios_ validación general, validación de inglés abril - agosto 2026 2/Cronograma Ubicación-Suficiencia-Validación conocimientos de Inglés_GR-TEC-PS_D-El-P_Íntegro_202630.pdf","71416235_doop_RV_Publicacio_n_calendarios_validacio_n_general_validacio_n_de_ingle_s_abril_-_agosto_2026_2_Cronograma_Ubicaci_n-S.json",2106
882543dbe81055bab12932d31f7aa53a932dadb831acc6eb5e3c27391c0e132d,883651,11,"doop/RV_ Publicación calendarios_ validación general, validación de inglés abril - agosto 2026 2/Cronograma Validación general_GR-PS-TEC_D-EL-P_Íntegro_202630.pdf","882543db_doop_RV_Publicacio_n_calendarios_validacio_n_general_validacio_n_de_ingle_s_abril_-_agosto_2026_2_Cronograma_Validaci_n_.json",2044
eee1c735ea4b9a4725d3a7b45546c4316b424bef1a1c62c2478ab9c4c3212818,3198758,9,"doop/RV_ Publicación de calendarios_ UTE-UIC-UT periodo abril - agosto 2026 2/Cronograma Unidad Integración Curricular_GR-PS-TEC_D-EL-P_Íntegro_202630.pdf","eee1c735_doop_RV_Publicacio_n_de_calendarios_UTE-UIC-UT_periodo_abril_-_agosto_2026_2_Cronograma_Unidad_Integraci_n_Curricular_GR.json",5423
18b209296a738dfe92cf959d218e7894b1c8b4eddc7f722cd95ac38c4a112a5e,3933378,7,"doop/RV_ Publicación de calendarios_ UTE-UIC-UT periodo abril - agosto 2026 2/Cronograma Unidad Titulación Especial_GR-PS_D-P_Íntegro_202630.pdf","18b20929_doop_RV_Publicacio_n_de_calendarios_UTE-UIC-UT_periodo_abril_-_agosto_2026_2_Cronograma_Unidad_Titulaci_n_Especial_GR-PS.json",6537
8fafc9c84c4ce62f6dd9b9af330022e3b154f7e9749a2a3faf14c09a12738aaa,202877,2,"doop/RV_ Publicación de calendarios_ UTE-UIC-UT periodo abril - agosto 2026 2/Servicios Reconocimiento de Estudios_GRA-POS-TEC_MP-MEL__202690 (1).pdf","8fafc9c8_doop_RV_Publicacio_n_de_calendarios_UTE-UIC-UT_periodo_abril_-_agosto_2026_2_Servicios_Reconocimiento_de_Estudios_GRA-PO.json",931
